ROD_CISLO,MENO,PRIEZVISKO,ULICA,PSC
890421/9443,Patrik,Bezák,Móricová 862,01001
780701/3173,Matej,Kozmon,Ondrášová 259,03601
550321/5215,Roman,Farkaš,Balogová 809,01001
700811/4508,Dávid,Karul,Valachová 581,01001
540201/3373,Boris,Heretik,Nováková 681,97101
641016/3141,Matúš,Fink,Lojová 239,97101
750124/5068,Ivan,Zipser,Mráziková 670,01001
590316/2043,Viktor,Kolník,Lukácová 440,90101
601021/9772,Bruno,Novák,Dusíková 778,08001
760926/3173,Norbert,Jurovic,Danová 567,03861
560901/9865,Ivan,Kollár,Kocová 792,08001
771007/6605,Norbert,Simon,Zajacová 415,01001
981214/2941,Tomáš,Oláh,Heretiková 744,03861
890728/2218,Albert,Heretik,Šimová 6,90101
970823/8491,Martin,Oláh,Lojová 467,04001
680611/5264,Roman,Dusík,Heretiková 759,91101
540327/9701,Jerguš,Loj,Jurášová 534,97401
830126/6691,Jaromír,Skokan,Cajkovicová 577,96901
870928/2548,Jaromír,Svrbík,Poláková 517,03861
580614/1785,Jozef,Tóth,Bakošová 341,90101
590923/1352,Jakub,Lukác,Oláhová 417,96901
551004/4449,Patrik,Novák,Abrahámová 197,03601
690804/1897,Daniel,Dan,Balážová 574,90101
700308/7212,Albert,Oláh,Lojová 60,01001
500228/7115,Filip,Hanak,Galíková 41,08001
770826/1864,Adrián,Valach,Abrahámová 297,96901
790928/1934,Jozef,Hudák,Gálisová 522,05801
610714/7361,Bystrík,Gajdoš,Balážová 555,03861
890210/1890,Lubomír,Cerník,Richtárová 354,97401
950306/6793,Roman,Mader,Balážová 704,91101
511016/8536,Boris,Trlík,Orlíková 410,90101
640420/1258,Jozef,Horváth,Hudáková 742,05801
761025/9302,Michal,Dan,Pucherová 687,96001
960411/2484,Matúš,Jakab,Dusíková 254,03861
860317/5622,Štefan,Martán,Cígerová 399,97101
541010/7885,Dávid,Tatár,Hudáková 953,96901
570324/7109,Peter,Valach,Zubeková 452,01001
611213/1892,Peter,Jurovic,Pavelová 396,03861
881006/8499,Tomáš,Zipser,Horváthová 345,97401
941012/3490,Štefan,Pap,Danová 634,91101
600207/5351,Patrik,Vencel,Cígerová 438,03861
660724/7215,Jozef,Simon,Tušová 498,90101
670602/3760,Adrián,Zubek,Hostáková 623,04001
551110/6206,Alfonz,Loj,Orlíková 34,97101
921115/4375,Vojtech,Novák,Dusíková 415,97401
911215/8281,Matej,Baláž,Farkašová 216,01001
920507/8222,Martin,Sklár,Papová 505,91101
890427/2842,Filip,Cajkovic,Lojová 283,95801
610517/3364,Bystrík,Pucher,Hliníková 213,01001
750706/5953,Patrik,Fink,Cajkovicová 606,97101
711103/6518,Gabriel,Vencel,Nováková 502,08001
540203/7457,Bruno,Zajac,Lojová 916,91101
500406/5040,Andrej,Balog,Papová 690,05801
920628/5591,Miloslav,Juráš,Némethová 789,03861
811121/7421,Luboš,Farkaš,Gajdošová 377,04001
870415/5368,Štefan,Sklár,Papová 502,04001
610203/5240,Emil,Oláh,Palovicová 111,03601
830123/8715,Hugo,Konrád,Svrbíková 886,05801
730107/7239,Emanuel,Cíger,Tušová 915,96001
720520/3322,Martin,Dusík,Skokanová 741,03861
670806/7805,Tomáš,Tatár,Valachová 673,08001
930509/9524,Boris,Nezval,Žigmundová 960,96901
610218/3945,Branislav,Jurovic,Jurovicová 180,91101
770705/6344,Patrik,Kollár,Nováková 812,91101
900816/6994,Dalibor,Mrázik,Kozmonová 617,08001
561227/4942,Vojtech,Kocek,Nováková 738,97401
850705/4151,Michal,Sklár,Lojová 872,91101
790611/6087,Tomáš,Žigmund,Konrádová 215,90101
670913/4279,Marek,Hosták,Klapacová 436,97401
610311/4629,Bruno,Trlík,Rosová 592,04001
520104/4475,Norbert,Cíger,Molnárová 715,03861
580711/4364,Emanuel,Novák,Tomaneková 279,01001
840306/1860,Dávid,Skokan,Abrahámová 222,08001
700415/2945,Miroslav,Gajdoš,Jánošová 387,05801
520601/4793,Matúš,Holícek,Simonová 837,96901
520310/4560,Viktor,Lukác,Mikuláková 899,90101
510905/3686,Matej,Urban,Lukácová 125,97101
640713/9905,Matúš,Kozmon,Trlíková 148,96001
620126/2923,Vojtech,Zipser,Trlíková 88,96901
911204/6489,Bruno,Tóth,Lukácová 761,03861
570912/4318,Pavol,Balog,Kollárová 264,03601
700522/6652,Gabriel,Koc,Lojová 207,96001
600407/4887,Ján,Murin,Gálisová 986,03601
811219/3122,Ludovít,Urban,Martinová 635,01001
710908/3539,Roman,Tomanek,Trlíková 431,96001
670906/3980,Roman,Simon,Kufová 92,91101
990302/8076,Lukáš,Bakoš,Murinová 780,05801
710513/7123,Bohumil,Murin,Pavelová 105,04001
790502/9796,Emanuel,Zipser,Jakabová 792,01001
530314/1162,Radovan,Oláh,Farkašová 36,91101
570206/5459,Tomáš,Ondráš,Poláková 462,03861
620101/6338,Radoslav,Cajkovic,Kozmonová 435,01001
850201/8072,Alfonz,Pucher,Dullová 254,08001
590613/4814,Michal,Tomanek,Karulová 254,03601
731108/5481,Norbert,Loj,Hudáková 490,01001
620102/4129,Bruno,Žigmund,Hanaková 845,01001
881126/8922,Michal,Kovác,Jakabová 300,08001
781022/3272,Stanislav,Oláh,Kolníková 134,05801
770609/3779,Miloš,Pucher,Cajkovicová 54,03861
760121/2900,Hugo,Kolník,Markovicová 532,04001
690728/4782,Ján,Lukác,Poláková 529,97401
620307/4850,Matúš,Ros,Balážová 37,97101
790224/1346,Andrej,Gális,Tomaneková 230,01001
750925/7729,Adam,Dan,Farkašová 97,97401
570111/2716,Gabriel,Hudák,Murinová 966,96001
710123/1718,Michal,Farkaš,Móricová 15,08001
901227/1418,Ludovít,Jakab,Finková 598,96901
680319/3656,Tibor,Tomanek,Trlíková 18,91101
790809/1231,Zdenko,Simon,Tóthová 202,03861
810906/5532,Gregor,Ondráš,Kolníková 810,08001
551223/3409,Lukáš,Karul,Kolníková 833,97401
541028/6711,Bruno,Abrahám,Gajdošová 606,97101
550312/9304,Andrej,Trlík,Abrahámová 463,01001
830426/5980,Luboš,Heretik,Marcinová 711,97101
570913/6165,Marcel,Cajkovic,Kollárová 963,91101
541007/9939,Valentín,Kocek,Cajkovicová 543,01001
700616/9869,Dávid,Dusík,Rosová 815,08001
810321/9040,Viktor,Žigmund,Kovácová 736,96001
760225/5789,Jozef,Kysel,Nováková 204,08001
840103/5022,Andrej,Novák,Bezáková 381,96901
671104/7794,Boris,Kovácik,Zajacová 686,05801
550301/9715,Matej,Tomanek,Vencelová 632,08001
840702/1432,Anton,Gajdoš,Cígerová 379,01001
931009/2091,František,Lupták,Svrbíková 610,91101
590328/7833,Ernest,Pavlík,Kocová 534,03601
690817/9447,Ján,Tomanek,Maderová 676,91101
830625/3567,Luboš,Jakab,Galíková 584,91101
580627/3410,Alfonz,Mikulák,Chovanová 886,03861
611006/7787,Lubomír,Kuf,Dusíková 801,96901
740211/4570,Filip,Novák,Chovanová 620,96901
640606/4546,Bohumil,Gajdoš,Nezvalová 885,91101
550207/4203,Igor,Koc,Vencelová 651,91101
510615/5918,Dávid,Šim,Šimová 120,90101
800409/7830,Matúš,Sklár,Valachová 567,08001
960710/2218,Patrik,Pavlík,Trlíková 235,97401
690216/1360,Emil,Oláh,Némethová 600,95801
830714/5209,Martin,Kuf,Sklárová 329,05801
841214/9719,Filip,Dan,Pucherová 301,96901
950718/6639,Andrej,Palovic,Urbanová 133,97101
770203/5047,Boris,Šim,Papová 828,91101
530525/9412,Norbert,Tuš,Šimová 901,95801
820128/6717,Zdenko,Vencel,Palovicová 223,03601
600922/8436,Matúš,Heretik,Maceková 708,05801
780203/7211,Luboš,Móric,Konrádová 947,08001
700724/8810,Boris,Palovic,Mikuláková 337,96901
951005/9408,Tomáš,Nezval,Poláková 275,03861
921003/9132,Igor,Martin,Ondrášová 624,97101
561023/3421,Oto,Bezák,Urbanová 375,90101
540514/4019,Dušan,Markovic,Puškárová 112,01001
571104/2360,Matej,Fink,Tomaneková 112,96001
970819/6256,Denis,Martán,Koceková 170,03861
580307/9146,Matúš,Kollár,Dullová 582,97401
730716/1645,Matúš,Bartoš,Fischerová 149,03861
890202/4911,Maroš,Svrbík,Molnárová 913,05801
690727/1840,Filip,Dusík,Hudáková 17,96001
631225/1591,Karol,Pucher,Lukácová 71,03861
990402/2768,Miloslav,Juráš,Pavlíková 331,91101
510623/8618,Boris,Jurovic,Kolníková 689,03601
560508/3373,Matúš,Havran,Richtárová 856,08001
710618/7356,Ivan,Novák,Hudáková 746,97101
911026/1420,Bystrík,Zipser,Vencelová 754,97401
750926/8627,Samuel,Novák,Tatárová 515,96001
650211/9952,Oto,Németh,Molnárová 599,03861
620323/3413,Ivan,Dan,Žigmundová 231,04001
990904/8376,Roman,Bezák,Simonová 650,01001
920415/5631,Ján,Hudák,Martánová 496,97101
940311/7171,Patrik,Kuf,Pucherová 192,04001
931104/2034,Matúš,Heretik,Klapacová 770,03861
660528/1816,Pavol,Kuf,Urbanová 603,96901
920817/2644,Luboš,Markovic,Ondrášová 461,91101
590120/3291,Luboš,Dull,Murinová 281,04001
630921/9446,Patrik,Kovácik,Tatárová 975,01001
950303/3635,Štefan,Nezval,Zipserová 466,90101
500222/6552,Boris,Murin,Jurovicová 483,03861
840705/5711,Roman,Zajac,Puškárová 338,95801
601207/5382,Ivan,Hosták,Kollárová 878,95801
640712/4250,Samuel,Oláh,Martinová 396,90101
841020/9030,Miloš,Murin,Richtárová 513,96901
910512/4901,Norbert,Martin,Murinová 134,97101
870523/7369,Bruno,Mrázik,Richtárová 872,96001
960623/1726,Jerguš,Svrbík,Nováková 225,01001
931208/9751,Boris,Tóth,Puškárová 611,04001
960701/5322,Kamil,Bartoš,Hliníková 413,97401
561014/5942,Andrej,Kuf,Maderová 444,03601
580704/5008,Albert,Chovan,Kyselová 882,04001
960720/9988,Ján,Murin,Sklárová 439,97401
890609/6863,Bohuš,Mikulák,Fischerová 359,97101
930525/2532,Dávid,Kovácik,Urbanová 976,03601
700322/4501,Alfonz,Konrád,Némethová 898,08001
891205/6197,František,Tatár,Molnárová 856,96001
770124/3567,Hugo,Dull,Urbanová 492,96901
501108/5529,Patrik,Novák,Hliníková 254,01001
930227/3941,Ludovít,Žigmund,Mikuláková 634,97401
730908/9917,Boris,Zubek,Lukácová 83,95801
861221/8780,Erik,Cerník,Richtárová 672,97101
640520/1368,Vojtech,Dan,Galíková 819,96901
910516/3620,Oto,Polák,Maderová 218,91101
910204/1864,Filip,Palovic,Koceková 316,05801
720223/5228,Matej,Tomanek,Bezáková 803,91101
670516/8108,Jaromír,Kuf,Kollárová 596,03861
741102/3859,Miroslav,Vencel,Nováková 835,97401
530102/2378,Matej,Lupták,Kocová 401,08001
980217/6951,Erik,Gajdoš,Simonová 371,03861
981028/5454,Viktor,Simon,Marcinová 761,96001
511211/9949,Tomáš,Hudák,Danová 756,96901
830425/6362,Jakub,Balog,Kozmonová 556,96901
610516/1142,Tomáš,Oláh,Pavlíková 4,91101
950106/8181,Bohumil,Baláž,Poláková 60,91101
530912/8349,Matúš,Mrázik,Horváthová 1,08001
900919/8568,Gabriel,Urban,Mikuláková 238,90101
500725/9172,Gabriel,Hudák,Ondrášová 226,03601
531223/3995,Oto,Ondráš,Holíceková 863,08001
610101/1402,Milan,Baláž,Karulová 840,03601
950816/2008,Emil,Mrázik,Jánošová 749,03861
710422/4078,Radoslav,Puškár,Bartošová 66,03601
660125/8598,Dávid,Kolník,Oláhová 388,91101
821223/5069,Albert,Fischer,Cerníková 124,91101
910118/2454,Patrik,Jánoš,Abrahámová 570,97101
800119/4146,Emanuel,Ros,Maceková 161,01001
980416/4357,Matúš,Kovác,Bartošová 591,97101
850702/6351,Vojtech,Tóth,Zipserová 56,96901
520907/5526,Štefan,Jánoš,Murinová 994,08001
750709/6999,Dominik,Valach,Tatárová 963,05801
700614/5212,Viktor,Bartoš,Zubeková 783,03861
540126/8034,Andrej,Karul,Chovanová 60,96901
930904/8293,Albert,Hosták,Nezvalová 729,03861
970710/8976,Dalibor,Ondráš,Cajkovicová 906,97401
581028/2919,Matúš,Puškár,Gálisová 173,96001
771023/3636,Matej,Zubek,Rosová 882,03861
980123/7013,Rastislav,Žigmund,Trlíková 333,04001
780128/8805,Viktor,Skokan,Nováková 284,90101
911022/5656,Rastislav,Hliník,Mikuláková 676,97401
890917/9021,Filip,Bartoš,Šimová 718,95801
780412/6438,Radoslav,Mikulák,Pavelová 737,03601
540404/5985,Jozef,Kollár,Nováková 282,97101
940302/3115,Róbert,Palovic,Maderová 571,08001
520318/6864,Ján,Puškár,Finková 246,95801
890224/1794,Juraj,Balog,Kocová 341,01001
760912/9147,Tibor,Martán,Papová 7,97401
641018/8679,Oliver,Tatár,Kovácová 947,03861
970328/1469,Matúš,Tuš,Kolníková 705,03861
810415/5887,Ján,Kocek,Kolníková 256,95801
660821/3334,Oto,Markovic,Poláková 620,97101
891109/4738,Juraj,Hosták,Hanaková 983,96001
640404/3252,Luboš,Fink,Kyselová 647,97101
540704/1527,Matej,Chovan,Horváthová 66,03861
580207/2685,Daniel,Tóth,Puškárová 286,96001
570425/4758,Dávid,Jakab,Dusíková 576,97101
780409/7528,Lukáš,Dusík,Papová 466,97101
660320/3929,Karol,Kocek,Hanaková 473,91101
750409/6681,René,Mader,Vencelová 589,96901
781224/7517,Dalibor,Kollár,Chovanová 934,03861
620714/9047,Ludovít,Tuš,Simonová 998,91101
650324/9246,Vojtech,Kollár,Vencelová 675,08001
730417/6205,Matúš,Jakab,Galíková 631,90101
870211/9966,Kamil,Kovác,Klapacová 339,95801
591126/7764,Milan,Molnár,Kováciková 116,01001
810607/2547,Daniel,Murin,Cerníková 333,97401
580827/2581,Andrej,Pavel,Valachová 181,90101
631207/4149,Lubomír,Oláh,Svrbíková 804,03861
630405/5949,Bruno,Šim,Bartošová 858,05801
920220/4049,Albert,Holícek,Nováková 108,97401
600407/9618,René,Cerník,Martinová 249,01001
580503/7769,Roman,Kysel,Mikuláková 240,97101
500301/5304,Jakub,Bakoš,Kollárová 405,01001
710528/2341,Andrej,Marcin,Zubeková 241,90101
750708/8957,Radoslav,Kovác,Maceková 413,05801
780715/5753,Vladislav,Murin,Nováková 180,91101
620511/9151,Bruno,Gajdoš,Nováková 63,90101
820825/7842,Viliam,Mader,Marcinová 477,03861
820826/1740,Róbert,Fischer,Lojová 532,08001
520610/8718,Tomáš,Trlík,Dusíková 832,01001
970423/5506,Boris,Dusík,Maceková 898,08001
881203/1352,Tibor,Palovic,Kyselová 116,08001
500126/6551,Peter,Vencel,Bezáková 714,90101
951114/9441,Boris,Kolník,Žigmundová 816,96901
580310/9531,Adrián,Horváth,Tomaneková 785,97401
560603/8201,Vladislav,Hosták,Maceková 674,95801
630811/8068,Matúš,Loj,Nováková 637,03861
860511/3070,Igor,Novák,Cajkovicová 453,05801
921105/4142,Filip,Novák,Kollárová 221,97401
680414/6570,Róbert,Zajac,Jakabová 577,96001
740103/3449,Patrik,Puškár,Molnárová 943,95801
730706/4638,Lubomír,Abrahám,Fischerová 239,96001
540124/8467,Ján,Tomanek,Markovicová 708,96901
520309/8803,Bruno,Farkaš,Kozmonová 930,03861
971204/1387,Filip,Pucher,Tomaneková 828,97401
601204/3938,Tomáš,Lukác,Hanaková 638,97401
980514/6896,Bruno,Zipser,Zajacová 512,01001
550621/1811,Miloslav,Martán,Dusíková 904,01001
880709/5085,Peter,Simon,Puškárová 998,96001
670120/8786,Róbert,Dan,Oláhová 300,03601
980121/8603,Matúš,Baláž,Klapacová 924,96001
750206/7606,Matej,Jurovic,Tomaneková 444,04001
650717/5366,Miloš,Mikulák,Tatárová 249,03601
950117/9926,Valentín,Marcin,Konrádová 968,08001
810217/3850,Boris,Karul,Hliníková 158,03601
600902/9249,Boris,Hanak,Kolníková 846,03861
750921/8115,Oliver,Mader,Hliníková 545,01001
610712/2484,Patrik,Dan,Šimová 410,90101
940503/2500,Maroš,Markovic,Sklárová 971,96901
741011/9454,Jerguš,Pap,Mráziková 854,91101
701228/5534,Valentín,Nezval,Nováková 440,08001
531225/4579,Patrik,Oláh,Heretiková 449,04001
770320/3715,Boris,Koc,Klapacová 439,05801
610824/6408,Alfonz,Novák,Jurovicová 533,91101
531116/4420,Gregor,Baláž,Mráziková 447,08001
910401/6730,Jozef,Bezák,Karulová 889,90101
761118/8029,Miloš,Tóth,Jánošová 662,03861
510505/6941,Matej,Novák,Balážová 328,96901
681215/5063,Jaromír,Oláh,Nováková 982,03861
770811/9046,Luboš,Karul,Oláhová 105,95801
500919/9430,Matej,Marcin,Tomaneková 229,03601
510426/4150,Vladimír,Murin,Skokanová 398,03861
631207/3184,Hugo,Dull,Maderová 464,08001
920628/4097,Bruno,Martin,Kyselová 191,90101
931202/3148,Dušan,Jakab,Tušová 899,03861
831221/1743,Tomáš,Cíger,Danová 276,91101
800820/5685,Jozef,Galík,Zipserová 471,03601
980603/1871,Ludovít,Dan,Kováciková 799,96001
690124/6468,Valentín,Molnár,Papová 406,96901
711104/9980,Lukáš,Bezák,Cerníková 105,90101
650505/8524,Matúš,Cajkovic,Balogová 319,97401
590802/7679,Rastislav,Galík,Bakošová 61,96001
861204/8041,Vladislav,Gajdoš,Hanaková 191,08001
730318/9921,Andrej,Galík,Maderová 308,03601
771214/3935,Vladislav,Zajac,Luptáková 26,96001
721022/1296,Vladimír,Abrahám,Jánošová 572,08001
600503/7184,Luboš,Cíger,Ondrášová 317,97401
870303/3962,Albert,Bakoš,Markovicová 228,01001
880425/5412,Matej,Valach,Maceková 371,97401
560313/9801,Luboš,Kovácik,Tušová 475,03861
500706/7075,Oto,Holícek,Vencelová 6,96001
920703/2171,Ludovít,Markovic,Pavelová 663,97101
740811/5518,Ferdinand,Chovan,Nováková 211,03861
970202/7208,Dušan,Novák,Molnárová 843,96901
740926/5404,Bruno,Bartoš,Zipserová 307,04001
570724/5683,René,Jurovic,Zubeková 47,05801
730619/8877,Bohuš,Ros,Kovácová 925,96001
810328/1216,Roman,Valach,Ondrášová 892,95801
750623/1314,Dominik,Jánoš,Svrbíková 450,03861
890503/5474,Dušan,Pucher,Orlíková 455,97101
941023/6993,Bernard,Markovic,Rosová 418,03861
911212/3528,Matúš,Trlík,Cajkovicová 94,04001
901116/3382,Hugo,Marcin,Orlíková 276,03601
960917/2460,Boris,Valach,Martinová 722,90101
850511/2771,Radoslav,Zajac,Nováková 405,97101
720112/1141,Vladislav,Tóth,Koceková 7,03861
520811/7140,Pavol,Murin,Orlíková 244,90101
511024/3943,Ján,Marcin,Puškárová 457,08001
990910/2565,Adrián,Tomanek,Gálisová 578,01001
570128/4663,Patrik,Pap,Cerníková 585,05801
601112/9897,Ernest,Hudák,Nováková 133,03601
831213/7386,Vojtech,Novák,Pavelová 879,97401
790607/5639,Ludovít,Palovic,Nováková 239,97101
971120/7166,Radovan,Marcin,Jakabová 341,03601
790425/5316,Miloš,Tóth,Murinová 932,01001
720609/1669,Dušan,Fink,Koceková 609,90101
841113/4682,Gregor,Jakab,Palovicová 201,04001
891001/4086,Igor,Polák,Horváthová 453,03861
970610/3714,Ján,Polák,Oláhová 200,96901
810207/6921,Jakub,Valach,Hanaková 275,97101
611123/4785,Matej,Havran,Tušová 731,96001
740107/5151,Hugo,Bakoš,Pucherová 701,91101
760118/2007,Radoslav,Karul,Kufová 966,03601
621113/1146,Bruno,Mrázik,Skokanová 644,04001
620408/6754,Bohuš,Martán,Kolníková 616,95801
951104/9789,Oto,Murin,Kocová 625,05801
911123/6982,Peter,Kovác,Pavlíková 59,90101
730323/8484,Filip,Juráš,Cajkovicová 933,05801
800607/8448,Emil,Fischer,Nováková 677,97101
611101/5011,Roman,Orlík,Pucherová 978,95801
810510/6495,Tomáš,Kolník,Kollárová 28,96001
920102/3806,Bruno,Farkaš,Heretiková 466,03601
530819/9803,Miloslav,Lukác,Oláhová 591,03861
890809/2004,Pavol,Balog,Oláhová 5,95801
750124/1260,Dušan,Móric,Tomaneková 907,97101
760614/9122,Bruno,Móric,Balážová 939,96001
630302/1124,Ernest,Mrázik,Oláhová 953,97401
661026/8134,Valentín,Pavel,Tomaneková 223,04001
791205/6410,Zdenko,Jánoš,Gálisová 49,04001
630919/8488,Adrián,Farkaš,Richtárová 162,05801
640808/4099,Bohumil,Palovic,Bakošová 356,90101
900125/4520,René,Holícek,Galíková 570,96001
680226/3069,Filip,Mikulák,Molnárová 648,01001
770110/3333,René,Balog,Kovácová 196,97101
660907/6019,Ján,Farkaš,Holíceková 796,95801
740603/9522,Gabriel,Jánoš,Palovicová 847,01001
720307/3739,Roman,Gajdoš,Hostáková 431,96901
620415/4545,Radovan,Novák,Tomaneková 268,04001
960609/4982,Patrik,Mader,Palovicová 269,96001
520303/7514,Luboš,Tóth,Lojová 216,97401
750606/6634,Patrik,Ros,Móricová 558,95801
520107/7796,Adrián,Pap,Puškárová 227,08001
831003/3675,Luboš,Novák,Simonová 441,97401
820304/7083,Bohumil,Novák,Maceková 30,03861
710115/4384,Dávid,Dan,Nováková 149,01001
950207/7833,Patrik,Valach,Nováková 978,97101
571218/1484,Juraj,Bartoš,Jakabová 61,01001
670803/6384,Matúš,Heretik,Simonová 619,90101
751209/6061,Miroslav,Polák,Lukácová 331,91101
891213/3643,Patrik,Hosták,Horváthová 553,90101
620603/2343,Ferdinand,Cíger,Marcinová 660,08001
670205/3786,Bohuš,Oláh,Konrádová 152,08001
900305/2099,Jozef,Svrbík,Kollárová 709,90101
740509/9705,Alfonz,Tatár,Havranová 544,96001
670415/7993,Bohuš,Urban,Oláhová 532,97101
550926/4165,Matúš,Cajkovic,Mikuláková 317,91101
550703/7232,Ludovít,Lupták,Holíceková 21,97101
610925/3521,Viliam,Zubek,Palovicová 795,04001
910309/3986,Valentín,Havran,Pucherová 602,03601
650226/1601,Michal,Balog,Jurášová 239,97101
960115/6884,Albert,Hudák,Skokanová 181,97401
670909/9196,Michal,Pap,Heretiková 702,05801
830613/8526,Filip,Lukác,Marcinová 140,91101
730309/2319,Filip,Ondráš,Trlíková 22,04001
820626/3216,Adam,Pavlík,Dusíková 570,97101
600120/3201,Miloslav,Ondráš,Markovicová 306,04001
910710/9248,Tomáš,Tomanek,Jánošová 686,05801
960515/9746,Ján,Klapac,Pavlíková 379,96001
910722/5113,Andrej,Németh,Tatárová 579,97401
660718/2659,Filip,Gajdoš,Dusíková 200,08001
921116/4902,Bruno,Karul,Jurovicová 133,96001
721207/6067,Andrej,Sklár,Tatárová 637,97101
520818/8617,Roman,Richtár,Jurovicová 546,97101
650912/1792,Filip,Simon,Gajdošová 571,90101
700824/3613,Ladislav,Novák,Pavelová 503,97401
960617/5773,Dávid,Orlík,Pucherová 546,96001
710816/5042,Miloš,Svrbík,Kolníková 276,96901
750808/8595,Miroslav,Konrád,Šimová 14,04001
961212/4482,Pavol,Gajdoš,Murinová 605,05801
700423/2470,Stanislav,Macek,Hudáková 436,96901
